time	V(vout)	V(n001)
4.965185624075698e-003	7.237146e+000	3.070920e-001
4.965355526210429e-003	7.395074e+000	3.087086e-001
4.965695330479891e-003	7.714307e+000	3.121621e-001
4.966174900743139e-003	8.166668e+000	3.171854e-001
4.966209685419519e-003	8.198457e+000	3.175601e-001
4.966279254772279e-003	8.259082e+000	3.183248e-001
4.966395920802163e-003	8.357271e+000	3.196184e-001
4.966517436249985e-003	8.451885e+000	3.209794e-001
4.966621644641097e-003	8.517811e+000	3.221576e-001
4.966712112459436e-003	8.551308e+000	3.231870e-001
4.966826934034519e-003	8.565508e+000	3.244973e-001
4.966899542408217e-003	8.566980e+000	3.253264e-001
4.967167059624633e-003	8.567443e+000	3.283810e-001
4.967247130119323e-003	8.568230e+000	3.292952e-001
4.967344048394733e-003	8.572502e+000	3.304018e-001
4.967394189274878e-003	8.575639e+000	3.309745e-001
4.967497574619399e-003	8.579970e+000	3.321559e-001
4.967566917714432e-003	8.581301e+000	3.329485e-001
4.967731855597330e-003	8.582402e+000	3.348336e-001
5.003258111561452e-003	8.582630e+000	7.287657e-001
5.038784367525574e-003	8.582827e+000	1.105945e+000
5.074310623489696e-003	8.582991e+000	1.466373e+000
5.109836879453818e-003	8.583124e+000	1.810047e+000
5.145363135417939e-003	8.583224e+000	2.136970e+000
5.180889391382062e-003	8.583293e+000	2.447140e+000
5.216415647346183e-003	8.583330e+000	2.740558e+000
5.254920111631896e-003	8.583414e+000	3.042864e+000
5.293424575917608e-003	8.583495e+000	3.331355e+000
5.331929040203322e-003	8.583572e+000	3.606030e+000
5.370433504489035e-003	8.583645e+000	3.866888e+000
5.408937968774748e-003	8.583714e+000	4.113931e+000
5.447442433060460e-003	8.583779e+000	4.347157e+000
5.485946897346173e-003	8.583840e+000	4.566567e+000
5.497665647346173e-003	8.583858e+000	4.631591e+000
5.542866540203314e-003	8.583926e+000	4.870778e+000
5.588067433060455e-003	8.583990e+000	5.097440e+000
5.633268325917597e-003	8.584050e+000	5.311580e+000
5.678469218774738e-003	8.584107e+000	5.513196e+000
5.723670111631879e-003	8.584160e+000	5.702288e+000
5.768871004489020e-003	8.584210e+000	5.878857e+000
5.814071897346161e-003	8.584257e+000	6.042903e+000
5.825790647346161e-003	8.584271e+000	6.084250e+000
5.837509397346161e-003	8.584293e+000	6.124918e+000
5.855214495530461e-003	8.595032e+000	6.185186e+000
5.862217055065119e-003	8.630501e+000	6.208753e+000
5.865395723495548e-003	8.661471e+000	6.219517e+000
5.868574391925977e-003	8.692731e+000	6.230374e+000
5.871753060356406e-003	8.724282e+000	6.241325e+000
5.874931728786835e-003	8.756122e+000	6.252370e+000
5.878110397217264e-003	8.788254e+000	6.263507e+000
5.881289065647693e-003	8.820675e+000	6.274739e+000
5.884467734078122e-003	8.853387e+000	6.286064e+000
5.885269172025422e-003	8.856535e+000	6.288929e+000
5.885402745016638e-003	8.855968e+000	6.289407e+000
5.885669890999072e-003	8.851913e+000	6.290360e+000
5.885863211693780e-003	8.844711e+000	6.291048e+000
5.886085466773425e-003	8.827337e+000	6.291834e+000
5.886232370567793e-003	8.804775e+000	6.292348e+000
5.886381034546227e-003	8.762073e+000	6.292860e+000
5.886545179814147e-003	8.684876e+000	6.293411e+000
5.886668521523940e-003	8.608175e+000	6.293813e+000
5.886756111340470e-003	8.550235e+000	6.294090e+000
5.886837372146795e-003	8.492499e+000	6.294341e+000
5.886924399633213e-003	8.420847e+000	6.294600e+000
5.887027372468787e-003	8.328041e+000	6.294896e+000
5.887157720669957e-003	8.203117e+000	6.295249e+000
5.887335153283781e-003	8.024472e+000	6.295695e+000
5.887577877487644e-003	7.775895e+000	6.296232e+000
5.887820601691508e-003	7.529054e+000	6.296685e+000
5.888063325895370e-003	7.283949e+000	6.297054e+000
5.888306050099233e-003	7.040581e+000	6.297338e+000
5.888548774303096e-003	6.798949e+000	6.297538e+000
5.888791498506960e-003	6.559053e+000	6.297653e+000
5.889034222710823e-003	6.320894e+000	6.297685e+000
5.889612719991504e-003	5.766486e+000	6.297472e+000
5.890186212058919e-003	5.247465e+000	6.296875e+000
5.890672209370325e-003	4.861629e+000	6.296083e+000
5.891018185321581e-003	4.653289e+000	6.295368e+000
5.891384816773040e-003	4.507166e+000	6.294508e+000
5.891755393813423e-003	4.414123e+000	6.293580e+000
5.892120333216521e-003	4.360864e+000	6.292627e+000
5.892643687068073e-003	4.317114e+000	6.291230e+000
5.892868253435493e-003	4.305534e+000	6.290624e+000
5.893012433546521e-003	4.299919e+000	6.290233e+000
5.893096829379801e-003	4.294950e+000	6.290003e+000
5.893139986775090e-003	4.288722e+000	6.289885e+000
5.893174946605664e-003	4.278918e+000	6.289789e+000
5.893212250598659e-003	4.262858e+000	6.289686e+000
5.893267353372113e-003	4.231809e+000	6.289532e+000
5.893323184535594e-003	4.195020e+000	6.289373e+000
5.893385505603660e-003	4.149596e+000	6.289192e+000
5.893466117818639e-003	4.087371e+000	6.288952e+000
5.893552482547739e-003	4.018327e+000	6.288687e+000
5.893792380035393e-003	3.819951e+000	6.287906e+000
5.894154180694119e-003	3.511230e+000	6.286598e+000
5.894413504711642e-003	3.286535e+000	6.285564e+000
5.894707624971087e-003	3.030768e+000	6.284286e+000
5.895667780668691e-003	2.201594e+000	6.279381e+000
5.896444157996681e-003	1.543599e+000	6.274590e+000
5.897370477596183e-003	7.756106e-001	6.267945e+000
5.898683361079322e-003	-2.761220e-001	6.256729e+000
5.900637377324657e-003	-1.756192e+000	6.236367e+000
5.903654936348428e-003	-3.835564e+000	6.197515e+000
5.907653963422913e-003	-6.325976e+000	6.137639e+000
5.908035891173200e-003	-6.539111e+000	6.131275e+000
5.908799746673775e-003	-6.921362e+000	6.117600e+000
5.910327457674925e-003	-7.608590e+000	6.089147e+000
5.912613689783461e-003	-8.494763e+000	6.044854e+000
5.913503502190695e-003	-8.768577e+000	6.027065e+000
5.913965717611811e-003	-8.855357e+000	6.017644e+000
5.914396283460829e-003	-8.885221e+000	6.008823e+000
5.914727274469016e-003	-8.887987e+000	6.002039e+000
5.915416299295670e-003	-8.887693e+000	5.987925e+000
5.919789638338522e-003	-8.887833e+000	5.898705e+000
5.957221477563418e-003	-8.887950e+000	5.160849e+000
5.994653316788313e-003	-8.888056e+000	4.455817e+000
6.032085156013210e-003	-8.888150e+000	3.783609e+000
6.069516995238106e-003	-8.888232e+000	3.144226e+000
6.106948834463002e-003	-8.888302e+000	2.537667e+000
6.144380673687898e-003	-8.888361e+000	1.963933e+000
6.181812512912794e-003	-8.888408e+000	1.423023e+000
6.216968762912793e-003	-8.888460e+000	9.362105e-001
6.221844679110942e-003	-8.889038e+000	8.704268e-001
6.226720595309091e-003	-8.889354e+000	8.050870e-001
6.231596511507240e-003	-8.889409e+000	7.401911e-001
6.236472427705390e-003	-8.889201e+000	6.757390e-001
6.241348343903539e-003	-8.888731e+000	6.117308e-001
6.246224260101688e-003	-8.888000e+000	5.481664e-001
6.251100176299838e-003	-8.887007e+000	4.850459e-001
6.252099999356622e-003	-8.887060e+000	4.721737e-001
6.253099822413406e-003	-8.884808e+000	4.593270e-001
6.254099645470191e-003	-8.880251e+000	4.465061e-001
6.255099468526975e-003	-8.873390e+000	4.337107e-001
6.256099291583760e-003	-8.864223e+000	4.209410e-001
6.257099114640544e-003	-8.852751e+000	4.081969e-001
6.258098937697329e-003	-8.838975e+000	3.954784e-001
6.259158806519006e-003	-8.793749e+000	3.820587e-001
6.259947933236673e-003	-8.709152e+000	3.721608e-001
6.260411713298919e-003	-8.621661e+000	3.664041e-001
6.260722597362043e-003	-8.541333e+000	3.625897e-001
6.261057957046924e-003	-8.440841e+000	3.585238e-001
6.261808567568659e-003	-8.189628e+000	3.496132e-001
6.262336559007351e-003	-7.994671e+000	3.435459e-001
6.263252446228794e-003	-7.623955e+000	3.334972e-001
6.265084220671680e-003	-6.774695e+000	3.154674e-001
6.268747769557452e-003	-4.792788e+000	2.864270e-001
6.272762023659832e-003	-2.281489e+000	2.655597e-001
6.276431746782265e-003	2.756099e-001	2.567083e-001
6.277479452639791e-003	1.059166e+000	2.568149e-001
6.279003250842426e-003	2.245574e+000	2.597067e-001
6.279733245062705e-003	2.823201e+000	2.619231e-001
6.280657168404040e-003	3.557598e+000	2.656420e-001
6.281121042989246e-003	3.917273e+000	2.678045e-001
6.281352948903001e-003	4.081450e+000	2.689913e-001
6.281463534369977e-003	4.143088e+000	2.695799e-001
6.281512148410258e-003	4.158587e+000	2.698425e-001
6.281555655709726e-003	4.163836e+000	2.700786e-001
6.281579635794792e-003	4.164769e+000	2.702088e-001
6.281634895374555e-003	4.165248e+000	2.705089e-001
6.283085132097428e-003	4.167356e+000	2.783784e-001
6.283531701877785e-003	4.190397e+000	2.808030e-001
6.283737186283802e-003	4.256610e+000	2.819293e-001
6.283902607549852e-003	4.368722e+000	2.828566e-001
6.284052823592748e-003	4.489811e+000	2.837240e-001
6.284206250142109e-003	4.615967e+000	2.846362e-001
6.284355844029178e-003	4.742785e+000	2.855580e-001
6.284655031803317e-003	4.999978e+000	2.874868e-001
6.285026157979651e-003	5.324666e+000	2.900302e-001
6.285570306748737e-003	5.809746e+000	2.940904e-001
6.286363276149616e-003	6.531057e+000	3.007112e-001
6.287526265835919e-003	7.606073e+000	3.113836e-001
6.287659675266311e-003	7.730986e+000	3.127092e-001
6.287926494127095e-003	7.982138e+000	3.155146e-001
6.288192627359517e-003	8.227563e+000	3.183779e-001
6.288341703944147e-003	8.355415e+000	3.200206e-001
6.288514571952199e-003	8.486274e+000	3.219587e-001
6.288601713014998e-003	8.533732e+000	3.229457e-001
6.288702340218091e-003	8.559261e+000	3.240925e-001
6.288810495398162e-003	8.566515e+000	3.253272e-001
6.288912200084590e-003	8.567117e+000	3.264886e-001
6.289105726310415e-003	8.567342e+000	3.286982e-001
6.289161914643816e-003	8.567620e+000	3.293397e-001
6.289201745521116e-003	8.568267e+000	3.297943e-001
6.289282895107557e-003	8.572064e+000	3.307209e-001
6.289336348801731e-003	8.575429e+000	3.313314e-001
6.289440125155693e-003	8.579894e+000	3.325172e-001
6.289585895378614e-003	8.582015e+000	3.341832e-001
6.289878245097037e-003	8.582369e+000	3.375240e-001
6.290170594815460e-003	8.582636e+000	3.408632e-001
6.290462944533883e-003	8.582817e+000	3.442008e-001
6.290755294252305e-003	8.582910e+000	3.475367e-001
6.291047643970728e-003	8.582916e+000	3.508711e-001
6.291339993689151e-003	8.582836e+000	3.542038e-001
6.291632343407573e-003	8.582668e+000	3.575349e-001
6.326812859510993e-003	8.582776e+000	7.466920e-001
6.361993375614413e-003	8.582879e+000	1.119441e+000
6.397173891717832e-003	8.582978e+000	1.475782e+000
6.432354407821253e-003	8.583073e+000	1.815714e+000
6.467534923924673e-003	8.583163e+000	2.139239e+000
6.502715440028092e-003	8.583248e+000	2.446355e+000
6.537895956131512e-003	8.583329e+000	2.737063e+000
6.601512027560081e-003	8.583465e+000	3.223745e+000
6.665128098988650e-003	8.583592e+000	3.676807e+000
6.728744170417219e-003	8.583709e+000	4.096252e+000
6.792360241845788e-003	8.583817e+000	4.482077e+000
6.855976313274358e-003	8.583916e+000	4.834285e+000
6.919592384702927e-003	8.584005e+000	5.152874e+000
6.983208456131496e-003	8.584085e+000	5.437844e+000
7.006645956131495e-003	8.584113e+000	5.538901e+000
7.030083456131494e-003	8.584141e+000	5.636982e+000
7.053520956131493e-003	8.584167e+000	5.732086e+000
7.076958456131492e-003	8.584194e+000	5.824215e+000
7.100395956131492e-003	8.584220e+000	5.913367e+000
7.123833456131491e-003	8.584246e+000	5.999543e+000
7.147270956131490e-003	8.584271e+000	6.082743e+000
7.158989706131489e-003	8.584292e+000	6.123435e+000
7.177000938656520e-003	8.593897e+000	6.184770e+000
7.182865105765829e-003	8.620564e+000	6.204492e+000
7.186222357707957e-003	8.652158e+000	6.215829e+000
7.189579609650085e-003	8.684316e+000	6.227270e+000
7.192936861592214e-003	8.717039e+000	6.238813e+000
7.196294113534343e-003	8.750328e+000	6.250459e+000
7.199651365476472e-003	8.784182e+000	6.262208e+000
7.203008617418600e-003	8.818601e+000	6.274061e+000
7.206365869360729e-003	8.853585e+000	6.286016e+000
7.207159611227559e-003	8.857592e+000	6.288856e+000
7.207477107974290e-003	8.856224e+000	6.289990e+000
7.207654978465794e-003	8.852349e+000	6.290625e+000
7.208010719448800e-003	8.832785e+000	6.291887e+000
7.208191120706978e-003	8.810714e+000	6.292522e+000
7.208333926965895e-003	8.775437e+000	6.293016e+000
7.208487214019791e-003	8.709986e+000	6.293533e+000
7.208640961947349e-003	8.618851e+000	6.294038e+000
7.208729655739203e-003	8.560114e+000	6.294320e+000
7.208832148643039e-003	8.486043e+000	6.294636e+000
7.208942000253997e-003	8.394641e+000	6.294962e+000
7.209061003188121e-003	8.285020e+000	6.295298e+000
7.209213771973810e-003	8.135383e+000	6.295700e+000
7.209407627687492e-003	7.938634e+000	6.296166e+000
7.210302315768416e-003	7.033465e+000	6.297573e+000
7.210862699181928e-003	6.480221e+000	6.297850e+000
7.211794059804240e-003	5.587958e+000	6.297547e+000
7.212284748808798e-003	5.146898e+000	6.297019e+000
7.212632911508281e-003	4.875951e+000	6.296424e+000
7.212984218794658e-003	4.665034e+000	6.295692e+000
7.213344652786211e-003	4.514448e+000	6.294855e+000
7.213650755331196e-003	4.430564e+000	6.294095e+000
7.213951513637362e-003	4.378853e+000	6.293317e+000
7.214352783288071e-003	4.337644e+000	6.292253e+000
7.214863490227551e-003	4.306336e+000	6.290880e+000
7.215056857181931e-003	4.295638e+000	6.290355e+000
7.215138869355359e-003	4.284619e+000	6.290131e+000
7.215185216904208e-003	4.269651e+000	6.290003e+000
7.215235417108469e-003	4.243885e+000	6.289864e+000
7.215299113669266e-003	4.203417e+000	6.289683e+000
7.215364472532000e-003	4.156342e+000	6.289494e+000
7.215478642397029e-003	4.067881e+000	6.289152e+000
7.215593706520002e-003	3.974849e+000	6.288792e+000
7.216045474542689e-003	3.594313e+000	6.287231e+000
7.216322171526650e-003	3.355578e+000	6.286162e+000
7.216605551571824e-003	3.109451e+000	6.284951e+000
7.217172311662172e-003	2.617790e+000	6.282250e+000
7.218417333108264e-003	1.556549e+000	6.274954e+000
7.219457338766147e-003	6.960194e-001	6.267408e+000
7.220838609555214e-003	-4.070655e-001	6.255450e+000
7.222800920457987e-003	-1.889668e+000	6.234827e+000
7.225526814822528e-003	-3.770828e+000	6.199756e+000
7.229309141825042e-003	-5.998650e+000	6.140740e+000
7.234001658924786e-003	-8.311108e+000	6.057638e+000
7.234120734490522e-003	-8.359108e+000	6.055359e+000
7.234358885621996e-003	-8.439981e+000	6.050611e+000
7.234835187884942e-003	-8.589622e+000	6.041041e+000
7.235587042608515e-003	-8.795529e+000	6.025805e+000
7.235932512981594e-003	-8.858526e+000	6.018755e+000
7.236306981182820e-003	-8.884593e+000	6.011082e+000
7.236607005995260e-003	-8.887964e+000	6.004931e+000
7.237910966378131e-003	-8.887710e+000	5.978230e+000
7.244791163910107e-003	-8.887869e+000	5.838215e+000
7.283335667348703e-003	-8.887975e+000	5.082336e+000
7.321880170787300e-003	-8.888072e+000	4.360949e+000
7.360424674225896e-003	-8.888160e+000	3.674054e+000
7.398969177664493e-003	-8.888239e+000	3.021649e+000
7.437513681103090e-003	-8.888310e+000	2.403737e+000
7.476058184541687e-003	-8.888371e+000	1.820315e+000
7.514602687980283e-003	-8.888424e+000	1.271385e+000
7.538040187980282e-003	-8.888459e+000	9.490494e-001
7.542981739386554e-003	-8.888701e+000	8.822947e-001
7.547923290792827e-003	-8.888833e+000	8.159970e-001
7.552864842199100e-003	-8.888854e+000	7.501564e-001
7.557806393605372e-003	-8.888764e+000	6.847727e-001
7.562747945011644e-003	-8.888563e+000	6.198460e-001
7.567689496417917e-003	-8.888252e+000	5.553764e-001
7.572631047824190e-003	-8.887831e+000	4.913637e-001
7.573253407392983e-003	-8.887280e+000	4.833390e-001
7.573875766961776e-003	-8.886348e+000	4.753250e-001
7.574498126530570e-003	-8.885036e+000	4.673216e-001
7.575120486099363e-003	-8.883343e+000	4.593288e-001
7.575742845668157e-003	-8.881270e+000	4.513466e-001
7.576365205236950e-003	-8.878817e+000	4.433751e-001
7.576987564805743e-003	-8.875982e+000	4.354142e-001
7.579956903053454e-003	-8.844943e+000	3.975401e-001
7.581020706938525e-003	-8.808241e+000	3.840537e-001
7.581789940706100e-003	-8.737605e+000	3.743865e-001
7.582380914740883e-003	-8.637521e+000	3.670320e-001
7.582701973161245e-003	-8.559087e+000	3.630830e-001
7.583061478280386e-003	-8.453070e+000	3.587174e-001
7.583823489468611e-003	-8.200023e+000	3.496554e-001
7.584336909907843e-003	-8.011434e+000	3.437429e-001
7.585197274993556e-003	-7.666214e+000	3.342544e-001
7.586918005164982e-003	-6.879057e+000	3.170829e-001
7.590359465507833e-003	-5.047846e+000	2.889178e-001
7.594243976106996e-003	-2.673769e+000	2.665235e-001
7.597173487185832e-003	-6.851014e-001	2.570097e-001
7.598375636446116e-003	1.860882e-001	2.555646e-001
7.599000025811966e-003	6.556858e-001	2.557031e-001
7.599919412300655e-003	1.360424e+000	2.566810e-001
7.601108755103234e-003	2.293319e+000	2.594514e-001
7.602401631757924e-003	3.320892e+000	2.640423e-001
7.603026608094738e-003	3.811737e+000	2.667609e-001
7.603347131729903e-003	4.047539e+000	2.683598e-001
7.603494800419722e-003	4.135976e+000	2.691390e-001
7.603558387944028e-003	4.158575e+000	2.694818e-001
7.603597941532277e-003	4.163821e+000	2.696964e-001
7.603623315637060e-003	4.164754e+000	2.698342e-001
7.603678748947691e-003	4.165239e+000	2.701353e-001
7.603889067187401e-003	4.165251e+000	2.712774e-001
7.604099385427111e-003	4.165384e+000	2.724192e-001
7.604309703666820e-003	4.165638e+000	2.735608e-001
7.604520021906530e-003	4.166015e+000	2.747022e-001
7.604730340146239e-003	4.166514e+000	2.758433e-001
7.604940658385949e-003	4.167134e+000	2.769842e-001
7.605150976625659e-003	4.167876e+000	2.781248e-001
7.605623822574797e-003	4.202232e+000	2.806938e-001
7.605815415294340e-003	4.278087e+000	2.817494e-001
7.606020388202702e-003	4.428246e+000	2.829105e-001
7.606181514433885e-003	4.559898e+000	2.838544e-001
7.606357811939675e-003	4.707231e+000	2.849241e-001
7.606555639376348e-003	4.876260e+000	2.861707e-001
7.606826734773279e-003	5.111184e+000	2.879636e-001
7.607239123102340e-003	5.475011e+000	2.908901e-001
7.607965015150897e-003	6.129342e+000	2.966589e-001
7.609325158173369e-003	7.377285e+000	3.085944e-001
7.609782813283906e-003	7.806539e+000	3.131964e-001
7.610178477303458e-003	8.179723e+000	3.173732e-001
7.610209538191273e-003	8.207931e+000	3.177091e-001
7.610271659966902e-003	8.261688e+000	3.183926e-001
7.610395903518159e-003	8.364557e+000	3.197729e-001
7.610566815942062e-003	8.490257e+000	3.216924e-001
7.610666475581444e-003	8.539783e+000	3.228224e-001
7.610781773828952e-003	8.563006e+000	3.241371e-001
7.610876835852590e-003	8.566904e+000	3.252225e-001
7.610982075466058e-003	8.567100e+000	3.264243e-001
7.611101433739987e-003	8.567227e+000	3.277871e-001
7.611222179470850e-003	8.567839e+000	3.291657e-001
7.611300147420258e-003	8.570490e+000	3.300558e-001
7.611342649456449e-003	8.573102e+000	3.305412e-001
7.611389898276662e-003	8.576001e+000	3.310809e-001
7.611499547873431e-003	8.580312e+000	3.323340e-001
7.611648405389858e-003	8.582131e+000	3.340353e-001
7.612274697280461e-003	8.582465e+000	3.411906e-001
7.612900989171063e-003	8.582713e+000	3.483382e-001
7.613527281061666e-003	8.582876e+000	3.554781e-001
7.614153572952269e-003	8.582954e+000	3.626104e-001
7.614779864842872e-003	8.582947e+000	3.697351e-001
7.615406156733474e-003	8.582854e+000	3.768522e-001
7.616032448624077e-003	8.582676e+000	3.839616e-001
7.639870389242817e-003	8.582750e+000	6.498977e-001
7.663307889242816e-003	8.582820e+000	9.034635e-001
7.698464139242815e-003	8.582921e+000	1.268771e+000
7.745339139242816e-003	8.583048e+000	1.725006e+000
7.792214139242816e-003	8.583168e+000	2.156616e+000
7.839089139242817e-003	8.583281e+000	2.563600e+000
7.885964139242817e-003	8.583387e+000	2.945959e+000
7.932839139242818e-003	8.583487e+000	3.303693e+000
7.979714139242819e-003	8.583580e+000	3.636801e+000
8.026589139242819e-003	8.583666e+000	3.945284e+000
8.088531103528536e-003	8.583772e+000	4.322592e+000
8.150473067814253e-003	8.583870e+000	4.674377e+000
8.212415032099969e-003	8.583962e+000	5.000639e+000
8.274356996385686e-003	8.584047e+000	5.301377e+000
8.336298960671403e-003	8.584125e+000	5.576591e+000
8.398240924957119e-003	8.584195e+000	5.826282e+000
8.460182889242836e-003	8.584259e+000	6.050450e+000
8.471901639242836e-003	8.584275e+000	6.091673e+000
8.494318382674457e-003	8.588350e+000	6.168715e+000
8.502380451828107e-003	8.605054e+000	6.195896e+000
8.506115259209407e-003	8.635979e+000	6.208446e+000
8.509850066590708e-003	8.668479e+000	6.221119e+000
8.513584873972009e-003	8.702554e+000	6.233915e+000
8.517319681353311e-003	8.738205e+000	6.246835e+000
8.521054488734612e-003	8.775431e+000	6.259878e+000
8.524789296115913e-003	8.814232e+000	6.273044e+000
8.528524103497213e-003	8.854609e+000	6.286334e+000
8.529319625651486e-003	8.858782e+000	6.289181e+000
8.529637834513196e-003	8.857584e+000	6.290319e+000
8.529825384687646e-003	8.853487e+000	6.290987e+000
8.530200485036547e-003	8.832046e+000	6.292319e+000
8.530386112756135e-003	8.807807e+000	6.292971e+000
8.530530098941620e-003	8.769427e+000	6.293468e+000
8.530686035993038e-003	8.699305e+000	6.293993e+000
8.530819885655672e-003	8.617751e+000	6.294431e+000
8.530907359684743e-003	8.559390e+000	6.294709e+000
8.531003159858179e-003	8.490609e+000	6.295005e+000
8.531105373245095e-003	8.406081e+000	6.295309e+000
8.531224925293931e-003	8.296703e+000	6.295649e+000
8.531371099571680e-003	8.154353e+000	6.296037e+000
8.531564464540852e-003	7.958409e+000	6.296507e+000
8.532374588627302e-003	7.137036e+000	6.297870e+000
8.532806622354656e-003	6.707073e+000	6.298204e+000
8.533520602569386e-003	6.014001e+000	6.298195e+000
8.534307136101234e-003	5.284069e+000	6.297578e+000
8.534729924291848e-003	4.935434e+000	6.296948e+000
8.535106758769590e-003	4.693770e+000	6.296192e+000
8.535474194762570e-003	4.530642e+000	6.295350e+000
8.535799346029526e-003	4.437037e+000	6.294547e+000
8.536115531091590e-003	4.380524e+000	6.293731e+000
8.536508294674746e-003	4.339561e+000	6.292690e+000
8.537082324520235e-003	4.303820e+000	6.291145e+000
8.537286260594763e-003	4.285969e+000	6.290591e+000
8.537369564128062e-003	4.263044e+000	6.290362e+000
8.537440295909292e-003	4.225788e+000	6.290164e+000
8.537510766088302e-003	4.178187e+000	6.289962e+000
8.537596409930888e-003	4.113887e+000	6.289711e+000
8.537704370064498e-003	4.028074e+000	6.289380e+000
8.537883198216115e-003	3.880682e+000	6.288800e+000
8.538435655204537e-003	3.409908e+000	6.286794e+000
8.538709613705014e-003	3.172159e+000	6.285647e+000
8.539246142589602e-003	2.706344e+000	6.283145e+000
8.540429713500840e-003	1.694083e+000	6.276418e+000
8.541357003598817e-003	9.230220e-001	6.269887e+000
8.542804317913821e-003	-2.404752e-001	6.257719e+000
8.544709137323017e-003	-1.686454e+000	6.238013e+000
8.547853337661691e-003	-3.868541e+000	6.197953e+000
8.551269669408149e-003	-6.025078e+000	6.147501e+000
8.551719271404206e-003	-6.281214e+000	6.140111e+000
8.552618475396319e-003	-6.743153e+000	6.124235e+000
8.554416883380545e-003	-7.554003e+000	6.090871e+000
8.557410015813241e-003	-8.656406e+000	6.032710e+000
8.558254735937236e-003	-8.847026e+000	6.015731e+000
8.558833235575295e-003	-8.886437e+000	6.003890e+000
8.559215414862228e-003	-8.888100e+000	5.996058e+000
8.559608157931813e-003	-8.887568e+000	5.988015e+000
8.562418749487417e-003	-8.887726e+000	5.930611e+000
8.565229341043023e-003	-8.887848e+000	5.873442e+000
8.568039932598626e-003	-8.887936e+000	5.816507e+000
8.570850524154232e-003	-8.887988e+000	5.759808e+000
8.573661115709836e-003	-8.888004e+000	5.703343e+000
8.576471707265441e-003	-8.887985e+000	5.647114e+000
8.579282298821045e-003	-8.887931e+000	5.591119e+000
8.615938659577717e-003	-8.888017e+000	4.882885e+000
8.652595020334388e-003	-8.888097e+000	4.205628e+000
8.689251381091060e-003	-8.888173e+000	3.559347e+000
8.725907741847731e-003	-8.888243e+000	2.944043e+000
8.762564102604403e-003	-8.888308e+000	2.359716e+000
8.799220463361073e-003	-8.888368e+000	1.806365e+000
8.835876824117746e-003	-8.888423e+000	1.283990e+000
8.859314324117747e-003	-8.888458e+000	9.612537e-001
8.884216667867748e-003	-8.888487e+000	6.289918e-001
8.885958299546717e-003	-8.888980e+000	6.062160e-001
8.887699931225684e-003	-8.889179e+000	5.834961e-001
8.889441562904653e-003	-8.889085e+000	5.608320e-001
8.891183194583622e-003	-8.888698e+000	5.382237e-001
8.892924826262591e-003	-8.888018e+000	5.156712e-001
8.894666457941559e-003	-8.887044e+000	4.931745e-001
8.896408089620528e-003	-8.885777e+000	4.707337e-001
8.899074052265562e-003	-8.876492e+000	4.365517e-001
8.902115623415785e-003	-8.845375e+000	3.977538e-001
8.903176833759206e-003	-8.809718e+000	3.842980e-001
8.903945652113023e-003	-8.740283e+000	3.746342e-001
8.904552652360101e-003	-8.638616e+000	3.670786e-001
8.904876392751095e-003	-8.559931e+000	3.630958e-001
8.905238155980806e-003	-8.453571e+000	3.587008e-001
8.905977165340613e-003	-8.208367e+000	3.499098e-001
8.906471397561653e-003	-8.027749e+000	3.442068e-001
8.907306914623527e-003	-7.694478e+000	3.349614e-001
8.908977948747275e-003	-6.936070e+000	3.181596e-001
8.912320016994772e-003	-5.173722e+000	2.903623e-001
8.916136467938245e-003	-2.862892e+000	2.675934e-001
8.919044566544295e-003	-9.048039e-001	2.574938e-001
8.920399143705625e-003	7.027001e-002	2.555613e-001
8.921022778206505e-003	5.372695e-001	2.555948e-001
8.922061837809405e-003	1.332288e+000	2.566143e-001
8.923307871378943e-003	2.308714e+000	2.594407e-001
8.924498521558161e-003	3.255372e+000	2.636396e-001
8.925146415854549e-003	3.766051e+000	2.664296e-001
8.925486753728427e-003	4.020908e+000	2.681092e-001
8.925648339040722e-003	4.123714e+000	2.689568e-001
8.925723363772946e-003	4.155818e+000	2.693602e-001
8.925757535974386e-003	4.162368e+000	2.695454e-001
8.925796227133114e-003	4.164550e+000	2.697555e-001
8.925818058589526e-003	4.164986e+000	2.698740e-001
8.925879816535589e-003	4.165303e+000	2.702095e-001
8.927076195111126e-003	4.166557e+000	2.767027e-001
8.927528900838071e-003	4.188405e+000	2.791644e-001
8.927994185625485e-003	4.301878e+000	2.817193e-001
8.928183697494445e-003	4.417876e+000	2.827874e-001
8.928337693269442e-003	4.541499e+000	2.836848e-001
8.928457226897547e-003	4.638918e+000	2.844010e-001
8.928587626971594e-003	4.750183e+000	2.852057e-001
8.928809896816312e-003	4.940539e+000	2.866232e-001
8.929045948267525e-003	5.145408e+000	2.881880e-001
8.929307397716768e-003	5.375124e+000	2.900036e-001
8.929644498796050e-003	5.674623e+000	2.924679e-001
8.930019503936858e-003	6.011697e+000	2.953764e-001
8.930503535575889e-003	6.452036e+000	2.993997e-001
8.931876709262696e-003	7.726562e+000	3.123088e-001
8.932216393378878e-003	8.044921e+000	3.158146e-001
8.932433794896727e-003	8.243583e+000	3.181612e-001
8.932597397562620e-003	8.382708e+000	3.199698e-001
8.932730150795499e-003	8.482429e+000	3.214596e-001
8.932818082990358e-003	8.531096e+000	3.224561e-001
8.932915511045600e-003	8.558126e+000	3.235662e-001
