Freq.	V(vout)
Step Information: C1val=90n  (Run: 1/3)
1.38038426460289e+002	-2.49491132114734e-004,-3.57243732084103e-004
1.39636836105594e+002	-2.51305826984171e-004,-3.64258447393871e-004
1.41253754462276e+002	-2.53099284936290e-004,-3.71366481040351e-004
1.42889395851111e+002	-2.54870983320853e-004,-3.78568267344716e-004
1.44543977074593e+002	-2.56620409904813e-004,-3.85864242473705e-004
1.46217717445672e+002	-2.58347062950331e-004,-3.93254845080265e-004
1.47910838816821e+002	-2.60050451266998e-004,-4.00740516945987e-004
1.49623565609444e+002	-2.61730094238575e-004,-4.08321703624172e-004
1.51356124843621e+002	-2.63385521824451e-004,-4.15998855082368e-004
1.53108746168203e+002	-2.65016274536151e-004,-4.23772426343312e-004
1.54881661891249e+002	-2.66621903389278e-004,-4.31642878123165e-004
1.56675107010815e+002	-2.68201969831340e-004,-4.39610677466039e-004
1.58489319246112e+002	-2.69756045645889e-004,-4.47676298373820e-004
1.60324539069005e+002	-2.71283712833516e-004,-4.55840222430338e-004
1.62181009735893e+002	-2.72784563470272e-004,-4.64102939418978e-004
1.64058977319954e+002	-2.74258199544104e-004,-4.72464947932902e-004
1.65958690743757e+002	-2.75704232769911e-004,-4.80926755977045e-004
1.67880401812257e+002	-2.77122284383901e-004,-4.89488881561140e-004
1.69824365246175e+002	-2.78511984917970e-004,-4.98151853283104e-004
1.71790838715759e+002	-2.79872973954722e-004,-5.06916210902047e-004
1.73780082874938e+002	-2.81204899863928e-004,-5.15782505900375e-004
1.75792361395870e+002	-2.82507419521180e-004,-5.24751302034413e-004
1.77827941003893e+002	-2.83780198009407e-004,-5.33823175873014e-004
1.79887091512879e+002	-2.85022908304119e-004,-5.42998717323750e-004
1.81970085860999e+002	-2.86235230943071e-004,-5.52278530146240e-004
1.84077200146896e+002	-2.87416853681191e-004,-5.61663232452301e-004
1.86208713666287e+002	-2.88567471131448e-004,-5.71153457192575e-004
1.88364908948981e+002	-2.89686784392532e-004,-5.80749852629413e-004
1.90546071796325e+002	-2.90774500664063e-004,-5.90453082795797e-004
1.92752491319094e+002	-2.91830332850038e-004,-6.00263827940093e-004
1.94984459975805e+002	-2.92853999151370e-004,-6.10182784956588e-004
1.97242273611486e+002	-2.93845222648126e-004,-6.20210667801642e-004
1.99526231496889e+002	-2.94803730872283e-004,-6.30348207895490e-004
2.01836636368157e+002	-2.95729255371639e-004,-6.40596154509633e-004
